id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,cmd,co2,command,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,linked,load,low,mixed,mixing,mode,navName,noMatch,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,reversing,roomRef,run,runtime,scheduleOcc,secondaryLoop,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,subEquipRef,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,waterMeterLoad,wifi,wifiId,zachName,zone,zones,mod
@p:ubcv:r:220b975f-3265d542 Friedman HWP HX-02 P02a JCL-NAE24/FCB-01.FEC-004.P02a-C,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008484,"",✓,JCL-NAE24/FCB-01.FEC-004.P02a-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P02a,@p:ubcv:r:2546459a-0f595d36 Friedman HWP HX-02,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-01T07:38:22-07:00 Los_Angeles,"","","",364,2017-10-18T08:16:29-07:00 Los_Angeles,ok,"",✓,✓,✓,Bool,2020-05-12T14:43:38.228-07:00 Los_Angeles,2018-12-07T09:45:30.456-08:00 Los_Angeles,"","","","","","","",Run Cmd,"","",BO3007668,"","","","","","","",✓,"","","","",✓,"","","","","",✓,"","",✓,"","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","",@p:ubcv:r:220ce68a-88830627 Friedman HWP HX-02,@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"","",JCL-NAE24/FCB-01.FEC-004.P02a-C.Trend1,Los_Angeles,"","","","",✓,"","","",5232.PHW.P02a-C,"","",2020-05-12T11:03:27.863Z UTC
@p:ubcv:r:220b975f-14168bbf Friedman DHWP JCL-NAE24/FCB-01.FEC-004.DHWMVLV-FEEDBACK,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008496,"",✓,JCL-NAE24/FCB-01.FEC-004.DHWMVLV-FEEDBACK,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:254642fb-4c6d12ab Friedman DHWP,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79435,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:43:38.979-07:00 Los_Angeles,2018-12-07T09:45:30.364-08:00 Los_Angeles,"","","","","",✓,"","Mixing Valve ","","",AI3007678,"","","","","","","",✓,"","","","","","","","","","","","","",✓,✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","",@p:ubcv:r:220ce68a-948f4c14 Friedman HWP DHX,@p:ubcv:r:23e65d3d-417d5306 .+(\.|-| )DHWMVLV-FEEDBACK,"","",JCL-NAE24/FCB-01.FEC-004.DHWMVLV-FEEDBACK.Trend1,Los_Angeles,%,"",✓,"",✓,"","","",5232.PHW.DHWMVLV-FEEDBACK,"","",2020-04-09T19:02:04.074Z UTC
@p:ubcv:r:220b975d-b4cfbe9a Friedman Rm 128 VAV 1-1-05 JCL-NAE24/FCB-01.VMA-015.HTG-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008590,"",✓,JCL-NAE24/FCB-01.VMA-015.HTG-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-6ce8e510 Friedman Rm 128 VAV 1-1-05,"","","",@p:ubcv:r:220b8ce4-f325dbc7 Friedman Floor 1,✓,✓,✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79853,2018-02-06T00:00:00-08:00 Los_Angeles,ok,"",✓,✓,✓,Number,2020-05-12T14:43:38.982-07:00 Los_Angeles,2018-12-07T09:45:30.477-08:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"","",AO3007724,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-aa4ad778 Friedman Rm 128,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE24/FCB-01.VMA-015.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,@p:ubcv:r:2094e280-f218ba9d Friedman HW Main Meter,"","","","","",2020-04-14T16:50:02.418Z UTC
@p:ubcv:r:220b975d-35e815e5 Friedman DHWP P05 JCL-NAE24/FCB-01.FEC-004.P05-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008507,"",✓,JCL-NAE24/FCB-01.FEC-004.P05-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P05,@p:ubcv:r:254642fb-4c6d12ab Friedman DHWP,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-01T07:38:22-07:00 Los_Angeles,"","","",76,2017-10-18T08:16:30-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:43:38.231-07:00 Los_Angeles,2018-12-07T09:45:30.518-08:00 Los_Angeles,"","","","","","","",Run Status,"","",BI3007689,"","","","","","","",✓,"","","","",✓,"","","","","",✓,"","",✓,✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","",@p:ubcv:r:220ce68a-948f4c14 Friedman HWP DHX,@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE24/FCB-01.FEC-004.P05-S.Trend1,Los_Angeles,"","","","","","","","",5232.PHW.P05-S,"","",2020-05-12T11:03:27.61Z UTC
@p:ubcv:r:20db1050-dec41821 Friedman AHU-04 SF JCL-NAE24/FCB-01.FEC-062.SF-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008936,"",✓,JCL-NAE24/FCB-01.FEC-062.SF-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:25d7526b-4e71eb8d Friedman AHU-04 SF,"",✓,"",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-11T17:02:02-07:00 Los_Angeles,"","","",2395,2017-06-01T07:00:03-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:43:38.277-07:00 Los_Angeles,2018-12-07T09:45:36.124-08:00 Los_Angeles,"","","","","","","",Discharge Fan Run Cmd,"","",BO3007785,"","","","","","","",✓,"","","","","","","","","","",✓,"","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"","",JCL-NAE24/FCB-01.FEC-062.SF-C.Trend1,Los_Angeles,"","","","","","","","",5252.AHU-04.SF-C,"","",2020-04-08T18:50:35.542Z UTC
@p:ubcv:r:220b975f-deabc832 Friedman HX-04 JCL-NAE24/FCB-01.FEC-005.HEX04 HWS-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008567,"",✓,JCL-NAE24/FCB-01.FEC-005.HEX04 HWS-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a09c18-acc95b21 Friedman HX-04,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79431,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:43:38.984-07:00 Los_Angeles,2018-12-07T09:45:32.178-08:00 Los_Angeles,✓,"","","","","","",Leaving Hot Water Temp,"","",AI3007711,"","","","","","","",✓,"","","","","","","","","","","","","",✓,✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,"",✓,JCL-NAE24/FCB-01.FEC-005.HEX04 HWS-T.Trend1,Los_Angeles,°C,"","","",✓,"","","",5252.PHW.HEX04.HWS-T,"","",2020-04-09T19:02:04.076Z UTC
@p:ubcv:r:220b975e-4cff59af Friedman Rm 412 VAV 1-4-05 JCL-NAE24/FCB-01.VMA-047.ZN-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009849,"",✓,JCL-NAE24/FCB-01.VMA-047.ZN-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-145d425a Friedman Rm 412 VAV 1-4-05,"","","",@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79932,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.986-07:00 Los_Angeles,2018-12-07T09:45:30.371-08:00 Los_Angeles,"","","","","","","",Zone Temp,"","",AI3007980,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-36f026b6 Friedman Rm 412,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE24/FCB-01.VMA-047.ZN-T.Trend1,Los_Angeles,°C,"","","","","","","",5232.AHU-01.VAV-4-05.ZN-T,✓,"",2020-04-09T19:02:04.077Z UTC
@p:ubcv:r:2549f11f-fd66f9d4 Friedman Unsorted Points JCL-NAE24/FCB-01.FEC-004.DHX1-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008491,"",✓,JCL-NAE24/FCB-01.FEC-004.DHX1-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27964,2019-10-28T03:40:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:43:38.988-07:00 Los_Angeles,"",✓,"","","","","","",Leaving Hot Water Temp,"","",AI3007673,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-17762ab1 .+(\.|-| )DHX\d-T,"",✓,JCL-NAE24/FCB-01.FEC-004.DHX1-T.Trend1,Los_Angeles,°C,"","","",✓,"","","",5232.PHW.DHX1-T,"","",2020-04-09T19:02:04.078Z UTC
@p:ubcv:r:220b975e-7daa4869 Friedman Rm 420c VAV 1-4-04 JCL-NAE24/FCB-01.VMA-044.DPR-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009943,"",✓,JCL-NAE24/FCB-01.VMA-044.DPR-O,"",✓,"",✓,@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-1cfdabfb Friedman Rm 420c VAV 1-4-04,"","","",@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79751,2018-02-06T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.99-07:00 Los_Angeles,2019-04-11T16:04:13.771-07:00 Los_Angeles,"","","","","","","",Discharge Air Damper Cmd,"","",AO3007998,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-20fdc7b5 Friedman Rm 420c,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE24/FCB-01.VMA-044.DPR-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:49:59.984Z UTC
@p:ubcv:r:2549e376-94f6e595 Friedman Rm 351 VAV 3-3-07 JCL-NAE24/FCB-01.VMA-031.RAD-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3011216,"",✓,JCL-NAE24/FCB-01.VMA-031.RAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce5-c9fbff2d Friedman Rm 351 VAV 3-3-07,"","","",@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27948,2019-10-28T02:40:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.992-07:00 Los_Angeles,"","",✓,"","","","","",Baseboard Radiation Cmd,"","",AO3011207,"","","","","","",✓,✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-42cdca70 Friedman Rm 351,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-090873f2 .+(\.|-| )(SUP)?RAD-O,"","",JCL-NAE24/FCB-01.VMA-031.RAD-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:49:59.719Z UTC
@p:ubcv:r:220b975e-6cdd442d Friedman Rm 444 VAV 3-4-03 JCL-NAE24/FCB-01.VMA-053.HTG-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010707,"",✓,JCL-NAE24/FCB-01.VMA-053.HTG-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce5-802abcb9 Friedman Rm 444 VAV 3-4-03,"","","",@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,✓,✓,✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79928,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"",✓,✓,✓,Number,2020-05-12T14:43:38.994-07:00 Los_Angeles,2018-12-07T09:45:30.35-08:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"","",AO3008139,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-85accb4d Friedman Rm 444,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE24/FCB-01.VMA-053.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,@p:ubcv:r:2094e280-f218ba9d Friedman HW Main Meter,"","","","","",2020-04-14T16:49:59.987Z UTC
@p:ubcv:r:220b975f-5758e472 Friedman Rm 351 VAV 3-3-07 JCL-NAE24/FCB-01.VMA-031.SAFLOW-SP,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3011219,"",✓,JCL-NAE24/FCB-01.VMA-031.SAFLOW-SP,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-c9fbff2d Friedman Rm 351 VAV 3-3-07,"","",✓,@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79820,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.996-07:00 Los_Angeles,2019-04-11T16:04:13.606-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow Sp,"","",AV3011210,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-42cdca70 Friedman Rm 351,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","",JCL-NAE24/FCB-01.VMA-031.SAFLOW-SP.Trend1,Los_Angeles,L/s,"","","","","","","",5252.AHU-03.VAV-3-07.SAFLOW-SP,"","",2020-04-09T19:02:04.082Z UTC
@p:ubcv:r:25a64ae7-0b474acc Friedman Unsorted Points JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AI-10709,"","","","",@p:ubcv:r:25a649b9-9d397779 MEDB (NAE-25),"",TL3000073,"","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AI-10709,"","","","",@p:ubcv:r:25a649b9-9d397779 MEDB (NAE-25),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-04-06T08:30:00-07:00 Los_Angeles,conn fault,"","",8674,2020-01-06T00:00:00-08:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-05T16:00:05.773-07:00 Los_Angeles,"","","","","","","","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AI-10709,"",✓,AI3000033,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","","","","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AI-10709.Trend1,Los_Angeles,°C,"","","","","","","",Return air temperature 0107,"","",2020-04-09T19:02:04.165Z UTC
@p:ubcv:r:20cd9bbf-75949dd2 Friedman AHU-04 JCL-NAE24/FCB-01.FEC-062.MA-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008943,"",✓,JCL-NAE24/FCB-01.FEC-062.MA-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:20c82880-5c11fa63 Friedman AHU-04,"","","",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",102298,2017-06-08T23:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.998-07:00 Los_Angeles,2018-12-07T09:45:32.191-08:00 Los_Angeles,"","","","",✓,"","",Mixed Air Temp,"","",AI3007790,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-353853eb .+(\.|-| )MA\d?-T,"",✓,JCL-NAE24/FCB-01.FEC-062.MA-T.Trend1,Los_Angeles,°C,"","","","","","","",5252.AHU-04.MA-T,"","",2020-04-09T19:02:04.083Z UTC
@p:ubcv:r:220b975d-a24fa514 Friedman HWP HX-01 P01a JCL-NAE24/FCB-01.FEC-004.P01a-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008479,"",✓,JCL-NAE24/FCB-01.FEC-004.P01a-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P01a,@p:ubcv:r:2546459a-0ebafbc2 Friedman HWP HX-01,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-01T07:38:22-07:00 Los_Angeles,"","","",12759,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:43:38.234-07:00 Los_Angeles,2018-12-07T09:45:30.553-08:00 Los_Angeles,"","","","","","","",Run Status,"","",BI3007665,"","","","","","","",✓,"","","","",✓,"","","","","",✓,"","",✓,✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","",@p:ubcv:r:220ce68a-78151306 Friedman HWP HX-01,@p:ubcv:r:2549f4de-0619d1f0 .+(\.|-| )P(CHWP)?E?\d+\w?-S,"","",JCL-NAE24/FCB-01.FEC-004.P01a-S.Trend1,Los_Angeles,"","","","","","","","",5232.PHW.P01a-S,"","",2020-05-12T11:03:27.749Z UTC
@p:ubcv:r:220b975d-50ea841d Friedman Rm 131 VAV 1-1-01 JCL-NAE24/FCB-01.VMA-010.DPR-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008759,"",✓,JCL-NAE24/FCB-01.VMA-010.DPR-O,"",✓,"",✓,@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-1a9f3f66 Friedman Rm 131 VAV 1-1-01,"","","",@p:ubcv:r:220b8ce4-f325dbc7 Friedman Floor 1,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79738,2018-02-06T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:39-07:00 Los_Angeles,2019-04-11T16:04:14.14-07:00 Los_Angeles,"","","","","","","",Discharge Air Damper Cmd,"","",AO3007749,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-f0935cb9 Friedman Rm 131,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE24/FCB-01.VMA-010.DPR-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:02.939Z UTC
@p:ubcv:r:220b975f-761a5b3b Friedman HX-03 P06 JCL-NAE24/FCB-01.FEC-005.P06-C,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008570,"",✓,JCL-NAE24/FCB-01.FEC-005.P06-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P06,@p:ubcv:r:22a09c4b-f4c67d0a Friedman HX-03,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-12T13:00:11-07:00 Los_Angeles,"","","",1009,2018-01-30T17:55:03-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:43:38.314-07:00 Los_Angeles,2018-12-07T09:45:30.467-08:00 Los_Angeles,"","","","","","","",Run Cmd,"","",BO3007714,"","","","","","","",✓,"","","","",✓,"","","","","",✓,"","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",JCL-NAE24/FCB-01.FEC-005.P06-C.Trend1,Los_Angeles,"","","","","","","","",5252.PHW.P06-C,"","",2020-05-12T11:03:27.893Z UTC
@p:ubcv:r:220b975e-d45592c8 Friedman Rm 423 VAV 1-4-02 JCL-NAE24/FCB-01.VMA-050.DPR-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009680,"",✓,JCL-NAE24/FCB-01.VMA-050.DPR-O,"",✓,"",✓,@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-c8aa857c Friedman Rm 423 VAV 1-4-02,"","","",@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79824,2018-02-06T00:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:39.002-07:00 Los_Angeles,2019-04-11T16:04:13.677-07:00 Los_Angeles,"","","","","","","",Discharge Air Damper Cmd,"","",AO3007949,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-c51a3276 Friedman Rm 423,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE24/FCB-01.VMA-050.DPR-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:49:59.995Z UTC
@p:ubcv:r:220b975e-cdf1fc0a Friedman Rm 314 VAV 1-3-04 JCL-NAE24/FCB-01.VMA-032.ZN-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009723,"",✓,JCL-NAE24/FCB-01.VMA-032.ZN-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-5854df1b Friedman Rm 314 VAV 1-3-04,"","","",@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79845,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:39.004-07:00 Los_Angeles,2018-12-07T09:45:30.587-08:00 Los_Angeles,"","","","","","","",Zone Temp,"","",AI3007955,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-88ff81c1 Friedman Rm 314,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE24/FCB-01.VMA-032.ZN-T.Trend1,Los_Angeles,°C,"","","","","","","",5232.AHU-01.VAV-3-04.ZN-T,✓,"",2020-04-09T19:02:04.086Z UTC
