id,air,ancillaryImport,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,co2,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,mixed,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,primaryLoop,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4ebd9-057e8ec4 Ponderosa North Unsorted Points HRV_MIN_SAT_AV,✓,"",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL166,✓,HRV_MIN_SAT_AV,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:05-07:00 Los_Angeles,"","","",340188,2019-01-18T05:35:11-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:43.405-07:00 Los_Angeles,"","","","",Discharge Air Temp,"",AV65,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-b77c9dc0 .+_(\d+)?SAT(_\d+)?(_AV)?(_TL)?,✓,"",HRV_MIN_SAT_AV_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.972Z UTC
@p:ubcv:r:23d4ebd9-8e360c17 Ponderosa North Unsorted Points DHW_HEX3_4_SWT_SP,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL140,✓,DHW_HEX3_4_SWT_SP,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:04-07:00 Los_Angeles,"","","",340189,2019-01-18T05:35:08-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:47:43.001-07:00 Los_Angeles,2019-01-23T16:53:02.394-08:00 Los_Angeles,✓,"","",Leaving Hot Water Temp Sp,"",AV2,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0e-8ea199af .+_(L|S)WT_SP(_TL)?,✓,"",DHW_HEX3_4_SWT_SP_POLL_TL,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:37.973Z UTC
@p:ubcv:r:23d4f316-1ba846ae Ponderosa North Unsorted Points AHU2_VAV_AVG_DMP_MUX,"","",@p:ubcv:r:23d4dcf3-e76bbd1f PONDN POND2_LVL3_VAV_EM12_EM13_CP730300 (730300),"",TL11,✓,AHU2_VAV_AVG_DMP_MUX,"","","",@p:ubcv:r:23d4dcf3-e76bbd1f PONDN POND2_LVL3_VAV_EM12_EM13_CP730300 (730300),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",69778,2019-01-13T12:40:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:43.349-07:00 Los_Angeles,"","","","",AHU2_VAV_AVG_DMP_MUX,✓,AV1009,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",AHU2_VAV_AVG_DMP_MUX_POLL_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:38.332Z UTC
@p:ubcv:r:23d4ec2a-a17937cf Ponderosa North Unsorted Points POND2_FC102_Occupied Setpoint,"","",@p:ubcv:r:23d4dde7-b8bc8c0f PONDN POND2_FC102_RM1224_eZFC (730102),"",TL2,✓,POND2_FC102_Occupied Setpoint,"","","",@p:ubcv:r:23d4dde7-b8bc8c0f PONDN POND2_FC102_RM1224_eZFC (730102),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [138] svc=READ_RANGE cls=SERVICES code=MISSING_REQUIRED_PARAMETER ","","",46517,2019-01-13T12:15:00-08:00 Los_Angeles,fault,"","","",Number,2020-05-12T15:28:05.977-07:00 Los_Angeles,"","","","",POND2_FC102_Occupied Setpoint,✓,AV2,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC102_Occupied Setpoint TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.995Z UTC
@p:ubcv:r:23d4f70f-96d2697d Ponderosa North Unsorted Points SUPPLYDUCT_STATIC_PRES_SdP,"","",@p:ubcv:r:23d4e829-bb0a6322 PONDN MUA-1_SO025552_ver1 (730704),"",TL1,✓,SUPPLYDUCT_STATIC_PRES_SdP,"","","",@p:ubcv:r:23d4e829-bb0a6322 PONDN MUA-1_SO025552_ver1 (730704),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",45834,2019-01-17T12:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:01.425-07:00 Los_Angeles,"","","","",SUPPLYDUCT_STATIC_PRES_SdP,✓,AI6,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",Supply air static pressure trend log,Los_Angeles,inH₂O,"","","","","",2020-04-09T19:02:38.665Z UTC
@p:ubcv:r:23d4f451-6e57f678 Ponderosa North Unsorted Points POND2_VAV_315_RT_SP,✓,"",@p:ubcv:r:23d4e563-373038e5 PONDN POND2_AHU1_VAV_315_RM3021_22 (730315),"",TL2,✓,POND2_VAV_315_RT_SP,"","","",@p:ubcv:r:23d4e563-373038e5 PONDN POND2_AHU1_VAV_315_RM3021_22 (730315),"","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:51:57-07:00 Los_Angeles,"","","",69008,2019-01-17T03:21:13-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:36.175-07:00 Los_Angeles,2019-01-23T16:53:18.856-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"",AV6,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"",POND2_VAV_315_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:38.422Z UTC
@p:ubcv:r:23d4f52e-f942c22e Ponderosa North Unsorted Points POND2_VAV_324_DMP_CL,"","",@p:ubcv:r:23d4e563-00688c66 PONDN POND2_AHU2_VAV_324_RM3001_02_03 (730324),"",TL92,✓,POND2_VAV_324_DMP_CL,"","","",@p:ubcv:r:23d4e563-00688c66 PONDN POND2_AHU2_VAV_324_RM3001_02_03 (730324),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T06:57:34-07:00 Los_Angeles,"","","",42032,2019-01-17T04:13:15-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:49:45.562-07:00 Los_Angeles,"","","","",POND2_VAV_324_DMP_CL,✓,BO6,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_VAV_324_Dmp_Open_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:53.654Z UTC
@p:ubcv:r:23d4f561-d0dd78c1 Ponderosa North Unsorted Points POND2_VAV_326_OperationMode,"","",@p:ubcv:r:23d4e563-a603696a PONDN POND2_AHU2_VAV_326_RM3043_44_45 (730326),"",TL13,✓,POND2_VAV_326_OperationMode,"","","",@p:ubcv:r:23d4e563-a603696a PONDN POND2_AHU2_VAV_326_RM3043_44_45 (730326),"","","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Unoccupied","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","","",Str,2020-05-12T15:46:55.294-07:00 Los_Angeles,2019-01-23T16:53:23.496-08:00 Los_Angeles,"","",✓,Operation Mode,"",MSV3,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",POND2_VAV_326_OperationMode_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:52.067Z UTC
@p:ubcv:r:23d4eca3-fa126a3b Ponderosa North Unsorted Points POND2_FC107_CCV,"","",@p:ubcv:r:23d4dde8-58308d0d PONDN POND2_FC107_RM1230_32 (730107),"",TL1,✓,POND2_FC107_CCV,✓,✓,"",@p:ubcv:r:23d4dde8-58308d0d PONDN POND2_FC107_RM1230_32 (730107),✓,"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:44:40-07:00 Los_Angeles,"","","",339540,2019-01-18T05:40:59-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:45:53.71-07:00 Los_Angeles,2019-01-23T16:53:25.641-08:00 Los_Angeles,"","","",Cooling Valve Cmd,"",AO5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"","",POND2_FC107_CCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:38.016Z UTC
@p:ubcv:r:23d4f597-5c30329d Ponderosa North Unsorted Points POND2_VAV_328_FLW_SP,✓,"",@p:ubcv:r:23d4e563-241b430e PONDN POND2_AHU2_VAV_328_RM3046_47_48 (730328),"",TL4,✓,POND2_VAV_328_FLW_SP,"","","",@p:ubcv:r:23d4e563-241b430e PONDN POND2_AHU2_VAV_328_RM3046_47_48 (730328),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:55-07:00 Los_Angeles,"","","",69008,2019-01-17T03:40:45-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:05.86-07:00 Los_Angeles,2019-01-23T16:52:50.335-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AV5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","",POND2_VAV_328_FLW_SP_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:38.501Z UTC
@p:ubcv:r:23d4ef00-201ac85a Ponderosa North Unsorted Points POND2_FC132_Space Temperature,"","",@p:ubcv:r:23d4df30-e57483e9 PONDN POND2_FC132_RM1000A_eZFC (730132),"",TL1,✓,POND2_FC132_Space Temperature,"","","",@p:ubcv:r:23d4df30-e57483e9 PONDN POND2_FC132_RM1000A_eZFC (730132),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46517,2019-01-13T12:45:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.94-07:00 Los_Angeles,"","","","",POND2_FC132_Space Temperature,✓,AV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC132_Space Temperature TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.12Z UTC
@p:ubcv:r:23d4f76f-32ed0a23 Ponderosa North Unsorted Points HRV_01_SAT_AV,✓,"",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"",TL61,✓,HRV_01_SAT_AV,"","","",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:46:20-07:00 Los_Angeles,"","","",339348,2019-01-18T06:12:18-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:09.299-07:00 Los_Angeles,"","","","",Discharge Air Temp,"",AV102,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-b77c9dc0 .+_(\d+)?SAT(_\d+)?(_AV)?(_TL)?,✓,"",HRV_01_SAT_MUX_AV_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.938Z UTC
@p:ubcv:r:23d4f705-f00574ac Ponderosa North Unsorted Points MUA_01_MIN_SAT_SP_AV,✓,"",@p:ubcv:r:23d4dcf3-a55e5199 PONDN POND2_AHU_MUA_DC_CP730700 (730700),"",TL91,✓,MUA_01_MIN_SAT_SP_AV,"","","",@p:ubcv:r:23d4dcf3-a55e5199 PONDN POND2_AHU_MUA_DC_CP730700 (730700),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:53:36-07:00 Los_Angeles,"","","",339790,2019-01-18T06:09:27-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:54:19.216-07:00 Los_Angeles,2019-01-23T16:52:55.483-08:00 Los_Angeles,"","","",Discharge Air Temp Sp,"",AV22,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,"",MUA_01_MIN_SAT_SP_AV_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.657Z UTC
@p:ubcv:r:23d4ee3a-8d824002 Ponderosa North Unsorted Points POND2_FC124_CO2,✓,"",@p:ubcv:r:23d4dde8-5398ecb6 PONDN POND2_FC124_RM1301 (730124),"",TL15,✓,POND2_FC124_CO2,"","",✓,@p:ubcv:r:23d4dde8-5398ecb6 PONDN POND2_FC124_RM1301 (730124),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:54:00-07:00 Los_Angeles,"","","",339407,2019-01-18T05:52:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:54:22.514-07:00 Los_Angeles,2019-01-23T16:53:11.802-08:00 Los_Angeles,"","","",Zone Co2,"",AI5,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0f-a2d8d959 .+_CO2(\(RM\d+[A-Z]\))?(-\d)?(_TL)?,"","",POND2_FC124_CO2_TL,Los_Angeles,ppm,"","","","",✓,2020-04-09T19:02:38.088Z UTC
@p:ubcv:r:23d4f451-d3f40ed7 Ponderosa North Unsorted Points POND2_VAV_315_DP,✓,"",@p:ubcv:r:23d4e563-373038e5 PONDN POND2_AHU1_VAV_315_RM3021_22 (730315),"",TL5,✓,POND2_VAV_315_DP,"","","",@p:ubcv:r:23d4e563-373038e5 PONDN POND2_AHU1_VAV_315_RM3021_22 (730315),"","","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:51:57-07:00 Los_Angeles,"","","",69008,2019-01-17T03:21:14-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:36.64-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","",✓,"",✓,"","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",POND2_VAV_315_DP_TL,Los_Angeles,Pa,"","","","","",2020-04-09T19:02:38.423Z UTC
@p:ubcv:r:23d4f6a1-1f211a39 Ponderosa North Unsorted Points POND2_VAV_338_DP,✓,"",@p:ubcv:r:23d4e563-05ec1e71 PONDN POND2_AHU2_VAV_338_RM3076 (730338),"",TL5,✓,POND2_VAV_338_DP,"","","",@p:ubcv:r:23d4e563-05ec1e71 PONDN POND2_AHU2_VAV_338_RM3076 (730338),"","","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:51:59-07:00 Los_Angeles,"","","",69006,2019-01-17T03:41:19-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:44.504-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","",✓,"",✓,"","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",POND2_VAV_338_DP_TL,Los_Angeles,Pa,"","","","","",2020-04-09T19:02:38.56Z UTC
@p:ubcv:r:23d4ebda-e071d966 Ponderosa North Unsorted Points POND2_WWHP_M2_C1_AL_MUX,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL452,✓,POND2_WWHP_M2_C1_AL_MUX,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-09T19:36:44-07:00 Los_Angeles,"","","",258,2019-01-24T22:29:15-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:47:41.439-07:00 Los_Angeles,"","","","",POND2_WWHP_M2_C1_AL_MUX,✓,BV91,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_WWHP_M2_C1_AL_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:36.577Z UTC
@p:ubcv:r:23d4f76f-afc48be8 Ponderosa North Unsorted Points POND2_FC1001_CCV_AV,"","",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"",TL72,✓,POND2_FC1001_CCV_AV,"","","",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:46:17-07:00 Los_Angeles,"","","",339341,2019-01-18T06:12:49-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:09.669-07:00 Los_Angeles,"","","","",POND2_FC1001_CCV_AV,✓,AV85,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC1001_CCV_AV_POLL_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:38.94Z UTC
@p:ubcv:r:23d4ebda-4295d9e6 Ponderosa North Unsorted Points POND2_WWHP_M1_C2_AL_MUX,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL451,✓,POND2_WWHP_M1_C2_AL_MUX,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T00:22:56-07:00 Los_Angeles,"","","",234,2019-01-13T20:34:51-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:47:41.59-07:00 Los_Angeles,"","","","",POND2_WWHP_M1_C2_AL_MUX,✓,BV89,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_WWHP_M1_C2_AL_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:36.605Z UTC
@p:ubcv:r:23d4ec42-c8959d87 Ponderosa North Unsorted Points POND2_FC103_Occupied Setpoint,"","",@p:ubcv:r:23d4df30-e65fc7aa PONDN POND2_FC103_RM1223_1225_1227_eZFC (730103),"",TL2,✓,POND2_FC103_Occupied Setpoint,"","","",@p:ubcv:r:23d4df30-e65fc7aa PONDN POND2_FC103_RM1223_1225_1227_eZFC (730103),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [61] svc=READ_RANGE cls=SERVICES code=MISSING_REQUIRED_PARAMETER ","","",46516,2019-01-13T12:30:00-08:00 Los_Angeles,fault,"","","",Number,2020-05-12T15:26:41.209-07:00 Los_Angeles,"","","","",POND2_FC103_Occupied Setpoint,✓,AV2,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC103_Occupied Setpoint TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.998Z UTC
@p:ubcv:r:23d4f718-234c3c5f Ponderosa North Unsorted Points EF_16_S,✓,"",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL41,✓,EF_16_S,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:53:34-07:00 Los_Angeles,"","","",339886,2019-01-18T06:09:28-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:35.806-07:00 Los_Angeles,"","","","","Exhaust Fan Run ","",AI1203,"","","","",✓,"","","","","","","",✓,"",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","",EF_16_S_POLL_TL,Los_Angeles,A,"","","","","",2020-04-09T19:02:38.771Z UTC
@p:ubcv:r:23d4f757-3c720321 Ponderosa North Unsorted Points POND2_EM18_CLG_ENERGY_TOTAL,"","",@p:ubcv:r:23d4dcf3-0370bdda PONDN POND2_EM1_TO_EM7_EM16_TO_EM20_CP730900 (730900),"",TL127,✓,POND2_EM18_CLG_ENERGY_TOTAL,"","","",@p:ubcv:r:23d4dcf3-0370bdda PONDN POND2_EM1_TO_EM7_EM16_TO_EM20_CP730900 (730900),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46565,2019-01-13T13:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:14.581-07:00 Los_Angeles,"","","","",POND2_EM18_CLG_ENERGY_TOTAL,✓,AV3004,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_EM18_CLG_ENERGY_TOTAL_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:38.852Z UTC
