,uniqueId_nounit,id,firstdate,time,groupRef_influx,equipRef_fix,equipRef_influx,navName_influx,siteRef,typeRef,unit_sspark,unit_influx,kind
392,Pharmacy Elec Submeters LEED-6N6LE1 Pharmacy Utilities 6N6LE1_3_6K1 Pharmacy 6N6LE1_3_6K1,@p:ubcv:r:25fce5c3-08f1c8cf Pharmacy Elec Submeters LEED-6N6LE1 6N6LE1_3_6K1,2020-03-12,2020-03-12 13:00:00,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6N6LE1,Elec Submeters LEED-6N6LE1,6N6LE1_3_6K1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6N6LE1_3_6K1,,omit,Bool
393,Pharmacy Rm 4124 VAV-4S025 Pharmacy Floor 4 Discharge Air Damper Close Cmd Pharmacy VAV_4S025_Dmp_Close,@p:ubcv:r:236c8de6-b2758ee8 Pharmacy Rm 4124 VAV-4S025 VAV_4S025_Dmp_Close,2020-01-07,2020-01-07 21:42:27,Pharmacy Floor 4,Pharmacy Rm 4124 VAV-4S025,Rm 4124 VAV-4S025,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_4S025_Dmp_Close,,_,Bool
394,Pharmacy Rm 3120 VAV-3S020 Pharmacy Floor 3 Occupancy Sensor Pharmacy VAV_3S020_MOTION,@p:ubcv:r:236c8f85-828a4950 Pharmacy Rm 3120 VAV-3S020 VAV_3S020_MOTION,2020-01-03,2020-01-03 02:05:08,Pharmacy Floor 3,Pharmacy Rm 3120 VAV-3S020,Rm 3120 VAV-3S020,Occupancy Sensor,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S020_MOTION,,_,Bool
395,Pharmacy Heating Plant HX-3 Pharmacy Hydronic Systems HX3_P3_HTG_CALL Pharmacy HX3_P3_HTG_CALL,@p:ubcv:r:236c8fec-f42a8bbd Pharmacy Heating Plant HX-3 HX3_P3_HTG_CALL,2019-09-20,2019-09-20 07:35:08,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-3,Heating Plant HX-3,HX3_P3_HTG_CALL,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX3_P3_HTG_CALL,,kPa,Bool
396,Pharmacy CT-1A Pharmacy Hydronic Systems Alarm Pharmacy CT1A_AL,@p:ubcv:r:236c8acd-0553d1ca Pharmacy CT-1A CT1A_AL,2019-07-26,2019-07-26 17:14:25,Pharmacy Hydronic Systems,Pharmacy CT-1A,CT-1A,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CT1A_AL,,omit,Bool
397,Pharmacy Rm B311b EAV-BS064 Pharmacy Floor 0 Alarm Pharmacy BS064_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a40-ed51bc01 Pharmacy Rm B311b EAV-BS064 BS064_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:34:46,Pharmacy Floor 0,Pharmacy Rm B311b EAV-BS064,Rm B311b EAV-BS064,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS064_SUP_FLOW_AL_BV,,_,Bool
398,Pharmacy Rm 3319 VAV-3S007 Pharmacy Floor 3 Discharge Air Damper Open Cmd Pharmacy VAV_3S007_Dmp_Open,@p:ubcv:r:2391c64c-e58c47a4 Pharmacy Rm 3319 VAV-3S007 VAV_3S007_Dmp_Open,2020-01-07,2020-01-07 20:17:13,Pharmacy Floor 3,Pharmacy Rm 3319 VAV-3S007,Rm 3319 VAV-3S007,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S007_Dmp_Open,,omit,Bool
399,Pharmacy Heating Plant HX-2 P-HX2B Pharmacy Hydronic Systems Alarm Pharmacy HX2_PHX2B_FAIL_AL_BV,@p:ubcv:r:236c8a88-adc950be Pharmacy Heating Plant HX-2 P-HX2B HX2_PHX2B_FAIL_AL_BV,2018-12-20,2018-12-20 20:33:33,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-2 P-HX2B,Heating Plant HX-2 P-HX2B,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX2_PHX2B_FAIL_AL_BV,,_,Bool
400,Pharmacy Rm 6313b VAV-6S042 Pharmacy Floor 6 Discharge Air Flow Alarm Pharmacy 6S042_6E054_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-342f1309 Pharmacy Rm 6313b VAV-6S042 6S042_6E054_SUP_FLOW_ALARM_BV,2019-09-03,2019-09-03 20:14:23,Pharmacy Floor 6,Pharmacy Rm 6313b VAV-6S042,Pharmacy Rm 6313b VAV-6S042,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S042_6E054_SUP_FLOW_ALARM_BV,,_,Bool
401,Pharmacy FF-103 Pharmacy Floor 1 Discharge Fan Run Cmd Pharmacy FF_103_C,@p:ubcv:r:2391b8c5-2d79b0be Pharmacy FF-103 FF_103_C,2020-01-07,2020-01-07 21:42:31,Pharmacy Floor 1,Pharmacy FF-103,FF-103,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FF_103_C,,omit,Bool
402,Pharmacy Rm 5114 VAV-5S015 Pharmacy Floor 5 Operation Mode Pharmacy VAV_5S015_OperationMode,@p:ubcv:r:236c8c9b-3e1da71b Pharmacy Rm 5114 VAV-5S015 VAV_5S015_OperationMode,2020-01-07,2020-01-07 15:36:30,Pharmacy Floor 5,Pharmacy Rm 5114 VAV-5S015,Rm 5114 VAV-5S015,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_5S015_OperationMode,,_,Str
403,Pharmacy Cooling Plant P-7B Pharmacy Hydronic Systems Pump Enable Cmd Pharmacy CHWP_P7B_ENAB,@p:ubcv:r:226cf1e9-62291578 Pharmacy Cooling Plant P-7B CHWP_P7B_ENAB,2020-04-28,2020-04-28 16:10:00,Pharmacy Hydronic Systems,Pharmacy Cooling Plant P-7B,Cooling Plant P-7B,Pump Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHWP_P7B_ENAB,,omit,Bool
404,Pharmacy Rm B409 EAV-BE076 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BE076_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a4c-e47a7047 Pharmacy Rm B409 EAV-BE076 BE076_EXH_FLOW_AL_BV,2018-12-20,2018-12-20 22:30:51,Pharmacy Floor 0,Pharmacy Rm B409 EAV-BE076,Rm B409 EAV-BE076,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BE076_EXH_FLOW_AL_BV,,_,Bool
405,Pharmacy Rm 2331 VAV-2S012 Pharmacy Floor 2 Discharge Air Damper Close Cmd Pharmacy VAV_2S012_Dmp_Close,@p:ubcv:r:2391c4b6-21e9db02 Pharmacy Rm 2331 VAV-2S012 VAV_2S012_Dmp_Close,2020-01-07,2020-01-07 19:57:53,Pharmacy Floor 2,Pharmacy Rm 2331 VAV-2S012,Rm 2331 VAV-2S012,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S012_Dmp_Close,,omit,Bool
406,Pharmacy Rm 3321 VAV-3S008 Pharmacy Floor 3 Discharge Air Damper Close Cmd Pharmacy VAV_3S008_Dmp_Close,@p:ubcv:r:2391c619-c2ee1067 Pharmacy Rm 3321 VAV-3S008 VAV_3S008_Dmp_Close,2020-01-07,2020-01-07 21:27:32,Pharmacy Floor 3,Pharmacy Rm 3321 VAV-3S008,Rm 3321 VAV-3S008,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S008_Dmp_Close,,omit,Bool
407,Pharmacy Heating Plant Pharmacy Hydronic Systems BLR_LEAD_HI_PUMP_FAIL Pharmacy BLR_LEAD_HI_PUMP_FAIL,@p:ubcv:r:236c8acc-c493ec99 Pharmacy Heating Plant BLR_LEAD_HI_PUMP_FAIL,2020-01-07,2020-01-07 16:13:28,Pharmacy Hydronic Systems,Pharmacy Heating Plant,Heating Plant,BLR_LEAD_HI_PUMP_FAIL,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BLR_LEAD_HI_PUMP_FAIL,,_,Bool
408,Pharmacy Rm 3201 VAV-3S018 Pharmacy Floor 3 Occupancy Sensor Pharmacy VAV_3S018_MOTION,@p:ubcv:r:2391bcad-c8552676 Pharmacy Rm 3201 VAV-3S018 VAV_3S018_MOTION,2020-01-07,2020-01-07 03:49:47,Pharmacy Floor 3,Pharmacy Rm 3201 VAV-3S018,Rm 3201 VAV-3S018,Occupancy Sensor,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S018_MOTION,,omit,Bool
409,Pharmacy Rm 5206e VAV-5S068 Pharmacy Floor 5 Discharge Air Flow Alarm Pharmacy 5S068_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-ec4f57a0 Pharmacy Rm 5206e VAV-5S068 5S068_SUP_FLOW_ALARM_BV,2019-07-25,2019-07-25 22:02:29,Pharmacy Floor 5,Pharmacy Rm 5206e VAV-5S068,Rm 5206e VAV-5S068,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S068_SUP_FLOW_ALARM_BV,,_,Bool
410,Pharmacy Rm 4202 EAV-4E047 Pharmacy Floor 4 Flow Alarm Pharmacy 4E047_FLOW_ALARM_BV,@p:ubcv:r:236c8a03-e8e734c7 Pharmacy Rm 4202 EAV-4E047 4E047_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:40:55,Pharmacy Floor 4,Pharmacy Rm 4202 EAV-4E047,Rm 4202 EAV-4E047,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4E047_FLOW_ALARM_BV,,_,Bool
411,Pharmacy Rm 6312 EAV-6E018 Pharmacy Floor 6 Flow Alarm Pharmacy 6E018_FLOW_ALARM_BV,@p:ubcv:r:236c8a02-77cfd7c5 Pharmacy Rm 6312 EAV-6E018 6E018_FLOW_ALARM_BV,2019-06-11,2019-06-11 19:28:16,Pharmacy Floor 6,Pharmacy Rm 6312 EAV-6E018,Rm 6312 EAV-6E018,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6E018_FLOW_ALARM_BV,,_,Bool
412,Pharmacy Cooling Plant CH-1 Pharmacy Hydronic Systems CHLR_CH1_ALARM_BV Pharmacy CHLR_CH1_ALARM_BV,@p:ubcv:r:2114f490-4b552745 Pharmacy Cooling Plant CH-1 CHLR_CH1_ALARM_BV,2020-01-07,2020-01-07 19:58:02,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-1,Cooling Plant CH-1,CHLR_CH1_ALARM_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_CH1_ALARM_BV,,_,Bool
413,Pharmacy Cooling Plant Chiller System Pharmacy Hydronic Systems CHLR_OPR_MODE Pharmacy CHLR_OPR_MODE,@p:ubcv:r:226cf1e9-b9fc64de Pharmacy Cooling Plant Chiller System CHLR_OPR_MODE,2019-12-01,2019-12-01 08:00:00,Pharmacy Hydronic Systems,Pharmacy Cooling Plant Chiller System,Cooling Plant Chiller System,CHLR_OPR_MODE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_OPR_MODE,,_,Str
414,Pharmacy Rm 3103a VAV-3S028 Pharmacy Floor 3 Operation Mode Pharmacy VAV_3S028_OperationMode,@p:ubcv:r:236c8ecf-402278f2 Pharmacy Rm 3103a VAV-3S028 VAV_3S028_OperationMode,2020-01-02,2020-01-02 08:00:11,Pharmacy Floor 3,Pharmacy Rm 3103a VAV-3S028,Pharmacy Rm 3103a VAV-3S028,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S028_OperationMode,,Pa,Str
415,Pharmacy Rm 4301 VAV-4S046 Pharmacy Floor 4 Occupancy Sensor Pharmacy VAV_4S046_MOTION,@p:ubcv:r:2391c964-510de7f0 Pharmacy Rm 4301 VAV-4S046 VAV_4S046_MOTION,2020-01-07,2020-01-07 21:43:39,Pharmacy Floor 4,Pharmacy Rm 4301 VAV-4S046,Rm 4301 VAV-4S046,Occupancy Sensor,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_4S046_MOTION,,omit,Bool
416,Pharmacy Heating Plant HX-3 P-HX3A Pharmacy Hydronic Systems Alarm Pharmacy HX3_PHX3A_AL,@p:ubcv:r:236c8fec-48dd2851 Pharmacy Heating Plant HX-3 P-HX3A HX3_PHX3A_AL,2018-12-20,2018-12-20 20:32:50,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-3 P-HX3A,Heating Plant HX-3 P-HX3A,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX3_PHX3A_AL,,_,Bool
417,Pharmacy Rm 3313 VAV-3S052 Pharmacy Floor 3 Discharge Air Damper Close Cmd Pharmacy VAV_3S052_Dmp_Close,@p:ubcv:r:2391c696-59a9c5b4 Pharmacy Rm 3313 VAV-3S052 VAV_3S052_Dmp_Close,2020-01-07,2020-01-07 21:48:54,Pharmacy Floor 3,Pharmacy Rm 3313 VAV-3S052,Rm 3313 VAV-3S052,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S052_Dmp_Close,,omit,Bool
418,Pharmacy Rm B313 EAV-BS070 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS070_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a4c-a7545d92 Pharmacy Rm B313 EAV-BS070 BS070_EXH_FLOW_AL_BV,2019-02-06,2019-02-06 04:08:15,Pharmacy Floor 0,Pharmacy Rm B313 EAV-BS070,Rm B313 EAV-BS070,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS070_EXH_FLOW_AL_BV,,_,Bool
419,Pharmacy Rm 1409 VAV-1S014 Pharmacy Floor 1 Discharge Air Damper Close Cmd Pharmacy VAV_1S014_Dmp_Close,@p:ubcv:r:2391c15f-04172510 Pharmacy Rm 1409 VAV-1S014 VAV_1S014_Dmp_Close,2020-01-07,2020-01-07 19:59:36,Pharmacy Floor 1,Pharmacy Rm 1409 VAV-1S014,Rm 1409 VAV-1S014,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_1S014_Dmp_Close,,omit,Bool
420,Pharmacy Cooling Plant Pharmacy Hydronic Systems Water Flow Pharmacy CT_P6A_FLW,@p:ubcv:r:236c9050-8df7f268 Pharmacy Cooling Plant CT_P6A_FLW,2020-01-07,2020-01-07 21:10:26,Pharmacy Hydronic Systems,Pharmacy Cooling Plant,Cooling Plant,Water Flow,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CT_P6A_FLW,,_,Bool
421,Pharmacy Rm Corr FC-514 Pharmacy Floor 5 FCU_514_NSB_CLG_BV Pharmacy FCU_514_NSB_CLG_BV,@p:ubcv:r:236c8d09-b6ac96e5 Pharmacy Rm Corr FC-514 FCU_514_NSB_CLG_BV,2019-11-04,2019-11-04 00:20:34,Pharmacy Floor 5,Pharmacy Rm Corr FC-514,Pharmacy Rm Corr FC-514,FCU_514_NSB_CLG_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_514_NSB_CLG_BV,,_,Bool
422,Pharmacy Rm 6203G EF-13 Pharmacy Floor 6 Exhaust Fan Enable Cmd Pharmacy EF_13_ENAB,@p:ubcv:r:236c8ab6-04733c51 Pharmacy Rm 6203G EF-13 EF_13_ENAB,2019-07-25,2019-07-25 21:54:58,Pharmacy Floor 6,Pharmacy Rm 6203G EF-13,Rm 6203G EF-13,Exhaust Fan Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_13_ENAB,,_,Bool
423,Pharmacy Rm B218 EAV-BS032 Pharmacy Floor 0 Alarm Pharmacy BS032_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a4c-ee0fe0e0 Pharmacy Rm B218 EAV-BS032 BS032_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 16:21:37,Pharmacy Floor 0,Pharmacy Rm B218 EAV-BS032,Pharmacy Rm B218 EAV-BS032,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS032_SUP_FLOW_AL_BV,,%,Bool
424,Pharmacy Rm B505 EAV-BS049 Pharmacy Floor 0 Alarm Pharmacy BS049_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a40-15cbd731 Pharmacy Rm B505 EAV-BS049 BS049_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:36:46,Pharmacy Floor 0,Pharmacy Rm B505 EAV-BS049,Rm B505 EAV-BS049,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS049_SUP_FLOW_AL_BV,,_,Bool
425,Pharmacy Rm 3124 VAV-3S009 Pharmacy Floor 3 Discharge Air Damper Close Cmd Pharmacy VAV_3S009_Dmp_Close,@p:ubcv:r:236c8fb2-ccb27bbc Pharmacy Rm 3124 VAV-3S009 VAV_3S009_Dmp_Close,2020-01-07,2020-01-07 18:40:20,Pharmacy Floor 3,Pharmacy Rm 3124 VAV-3S009,Rm 3124 VAV-3S009,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S009_Dmp_Close,,_,Bool
426,Pharmacy AHU-08 SF Pharmacy Air Systems Alarm Pharmacy AHU8_SF_FAIL_AL_BV,@p:ubcv:r:236c8fd4-b4d11c55 Pharmacy AHU-08 SF AHU8_SF_FAIL_AL_BV,2019-06-13,2019-06-13 03:00:00,Pharmacy Air Systems,Pharmacy AHU-08 SF,AHU-08 SF,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU8_SF_FAIL_AL_BV,,omit,Bool
427,Pharmacy Rm 6206D EF-12 Pharmacy Floor 6 EF_12_FH_SIGNAL_GV Pharmacy EF_12_FH_SIGNAL_GV,@p:ubcv:r:264020a3-a4bb8253 Pharmacy Rm 6206D EF-12 EF_12_FH_SIGNAL_GV,2019-12-10,2019-12-10 01:26:19,Pharmacy Floor 6,Pharmacy Rm 6206D EF-12,Rm 6206D EF-12,EF_12_FH_SIGNAL_GV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_12_FH_SIGNAL_GV,,omit,Bool
428,Pharmacy AHU-05 Pharmacy Air Systems Enable Cmd Pharmacy AHU5_ENAB,@p:ubcv:r:236c8fd5-d31af524 Pharmacy AHU-05 AHU5_ENAB,2019-03-07,2019-03-07 20:39:04,Pharmacy Air Systems,Pharmacy AHU-05,AHU-05,Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU5_ENAB,,Pa,Bool
429,Pharmacy B405c EAV-BE078 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS009_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a40-bd63f280 Pharmacy B405c EAV-BE078 BS009_EXH_FLOW_AL_BV,2019-03-19,2019-03-19 15:45:50,Pharmacy Floor 0,Pharmacy B405c EAV-BE078,B405c EAV-BE078,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS009_EXH_FLOW_AL_BV,,%RH,Bool
430,Pharmacy AHU-18 Pharmacy Air Systems Discharge Air Filter Alarm Pharmacy AHU18_FFIL,@p:ubcv:r:236c8a6c-3e75c1a8 Pharmacy AHU-18 AHU18_FFIL,2019-11-14,2019-11-14 21:03:57,Pharmacy Air Systems,Pharmacy AHU-18,AHU-18,Discharge Air Filter Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU18_FFIL,,_,Bool
431,Pharmacy Rm 3340 VAV-3S051 Pharmacy Floor 3 VAV_3S051_MOTION_GV Pharmacy VAV_3S051_MOTION_GV,@p:ubcv:r:2391c5c3-c75113c7 Pharmacy Rm 3340 VAV-3S051 VAV_3S051_MOTION_GV,2020-01-07,2020-01-07 21:48:58,Pharmacy Floor 3,Pharmacy Rm 3340 VAV-3S051,Rm 3340 VAV-3S051,VAV_3S051_MOTION_GV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S051_MOTION_GV,,omit,Bool
432,Pharmacy Cooling Plant Pharmacy Hydronic Systems CT_MODE Pharmacy CT_MODE,@p:ubcv:r:236c8acd-bc89c747 Pharmacy Cooling Plant CT_MODE,2019-10-12,2019-10-12 00:23:04,Pharmacy Hydronic Systems,Pharmacy Cooling Plant,Cooling Plant,CT_MODE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CT_MODE,,_,Str
433,Pharmacy FF-103 Pharmacy Floor 1 Heating Valve Cmd Pharmacy FF_103_VLV,@p:ubcv:r:2391b8c5-19075a19 Pharmacy FF-103 FF_103_VLV,2020-01-07,2020-01-07 21:42:36,Pharmacy Floor 1,Pharmacy FF-103,FF-103,Heating Valve Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FF_103_VLV,,omit,Bool
434,Pharmacy Rm Corr FC-611 Pharmacy Floor 6 Discharge Fan Run Cmd Pharmacy FCU_611_C,@p:ubcv:r:236c8c3f-a1521d84 Pharmacy Rm Corr FC-611 FCU_611_C,2020-01-07,2020-01-07 14:00:23,Pharmacy Floor 6,Pharmacy Rm Corr FC-611,Rm Corr FC-611,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_611_C,,_,Bool
435,Pharmacy Windows Pharmacy Floor 3 L3_W_OAT_CLG_REQUEST Pharmacy L3_W_OAT_CLG_REQUEST,@p:ubcv:r:236c8fc9-760c42fa Pharmacy Windows L3_W_OAT_CLG_REQUEST,2020-01-02,2020-01-02 01:26:04,Pharmacy Floor 3,Pharmacy Windows,Windows,L3_W_OAT_CLG_REQUEST,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L3_W_OAT_CLG_REQUEST,,_,Bool
436,Pharmacy Cooling Plant P-9A Pharmacy Hydronic Systems Pump Enable Cmd Pharmacy CHWP_P9A_ENAB,@p:ubcv:r:226cf1e9-85b32715 Pharmacy Cooling Plant P-9A CHWP_P9A_ENAB,2020-04-28,2020-04-28 16:10:00,Pharmacy Hydronic Systems,Pharmacy Cooling Plant P-9A,Cooling Plant P-9A,Pump Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHWP_P9A_ENAB,,omit,Bool
437,Pharmacy CRAH System CRAH-5 Pharmacy Hydronic Systems CRAH5_STATUS_MV Pharmacy CRAH5_STATUS_MV,@p:ubcv:r:236c8fec-11a9da2f Pharmacy CRAH System CRAH-5 CRAH5_STATUS_MV,2020-01-08,2020-01-08 16:06:45,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-5,CRAH System CRAH-5,CRAH5_STATUS_MV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH5_STATUS_MV,,_,Str
438,Pharmacy Windows Pharmacy Floor 6 L6_E_OAT_CLG_AVAIL Pharmacy L6_E_OAT_CLG_AVAIL,@p:ubcv:r:2391ca72-c04c6c41 Pharmacy Windows L6_E_OAT_CLG_AVAIL,2019-09-11,2019-09-11 02:10:10,Pharmacy Floor 6,Pharmacy Windows,Windows,L6_E_OAT_CLG_AVAIL,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L6_E_OAT_CLG_AVAIL,,omit,Bool
439,Pharmacy Rm 6106 FC-612 Pharmacy Floor 6 FCU_612_NSB_CLG_BV Pharmacy FCU_612_NSB_CLG_BV,@p:ubcv:r:236c8c2a-07270d87 Pharmacy Rm 6106 FC-612 FCU_612_NSB_CLG_BV,2019-12-19,2019-12-19 13:00:52,Pharmacy Floor 6,Pharmacy Rm 6106 FC-612,Rm 6106 FC-612,FCU_612_NSB_CLG_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_612_NSB_CLG_BV,,_,Bool
440,Pharmacy Rm 5202d VAV-5S035 Pharmacy Floor 5 Discharge Air Flow Alarm Pharmacy 5S035_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-4c9654d9 Pharmacy Rm 5202d VAV-5S035 5S035_SUP_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:28:29,Pharmacy Floor 5,Pharmacy Rm 5202d VAV-5S035,Rm 5202d VAV-5S035,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S035_SUP_FLOW_ALARM_BV,,_,Bool
441,Pharmacy Cooling Plant P-9B Pharmacy Hydronic Systems Pump Enable Cmd Pharmacy CHWP_P9B_ENAB,@p:ubcv:r:226cf1e9-d9648151 Pharmacy Cooling Plant P-9B CHWP_P9B_ENAB,2020-04-28,2020-04-28 16:10:05,Pharmacy Hydronic Systems,Pharmacy Cooling Plant P-9B,Cooling Plant P-9B,Pump Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHWP_P9B_ENAB,,omit,Bool
442,Pharmacy Elec Submeters LEED-6N3LW1 Pharmacy Utilities LTG_6N3LW1_3_3C1 Pharmacy LTG_6N3LW1_3_3C1,@p:ubcv:r:236c8e23-1652e530 Pharmacy Elec Submeters LEED-6N3LW1 LTG_6N3LW1_3_3C1,2020-03-12,2020-03-12 13:00:00,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6N3LW1,Elec Submeters LEED-6N3LW1,LTG_6N3LW1_3_3C1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,LTG_6N3LW1_3_3C1,,_,Bool
443,Pharmacy Heating Plant HX-2 P-HX2B Pharmacy Hydronic Systems Alarm Pharmacy HX2_PHX2B_AL,@p:ubcv:r:236c8a88-532ca6ba Pharmacy Heating Plant HX-2 P-HX2B HX2_PHX2B_AL,2018-12-20,2018-12-20 20:32:52,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-2 P-HX2B,Heating Plant HX-2 P-HX2B,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX2_PHX2B_AL,,_,Bool
444,Pharmacy Rm 6206d VAV-6S021 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S021_6E025_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-38d4f7a7 Pharmacy Rm 6206d VAV-6S021 6S021_6E025_EXH_FLOW_ALARM_BV,2019-01-15,2019-01-15 17:36:49,Pharmacy Floor 6,Pharmacy Rm 6206d VAV-6S021,Rm 6206d VAV-6S021,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S021_6E025_EXH_FLOW_ALARM_BV,,_,Bool
445,Pharmacy Heating Plant SBLR-4 Pharmacy Hydronic Systems PHARM_SB4_REMOTE_STOP_BV Pharmacy PHARM_SB4_REMOTE_STOP_BV,@p:ubcv:r:263d7fbb-8076ddd5 Pharmacy Heating Plant SBLR-4 PHARM_SB4_REMOTE_STOP_BV,2020-05-01,2020-05-01 14:37:44,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-4,Heating Plant SBLR-4,PHARM_SB4_REMOTE_STOP_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PHARM_SB4_REMOTE_STOP_BV,,omit,Bool
446,Pharmacy Rm 4213 VAV-4S012 Pharmacy Floor 4 Discharge Air Flow Alarm Pharmacy 4S012_4E015_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-80903b8e Pharmacy Rm 4213 VAV-4S012 4S012_4E015_SUP_FLOW_ALARM_BV,2019-12-10,2019-12-10 18:59:01,Pharmacy Floor 4,Pharmacy Rm 4213 VAV-4S012,Rm 4213 VAV-4S012,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4S012_4E015_SUP_FLOW_ALARM_BV,,_,Bool
