,id,ahu,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,cop,count,covTest,cur,curStatus,curVal,current,damper,delta,demand,differential,disMacro,disabled,discharge,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lim,lowLim,max,min,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,pharmAHU05_AV_Alarm,pharmAHU10_VAV_DMP,pharmAHU13_VAV_DMP,pharmAHU1415_AV_Alarm,pharmAHU1415_VAV_DMP,pharmAHU1617_AV_ALARM,pharmAHU1617_VAV_DMP,pharmAHU9_VAV_DMP,pharmCT,pharmHWblr,pharmHeatRejCV,pharmSTMblr,pharmSteamBoilers,pharm_LEF_AFLW,pharm_LEF_Power,pharm_SAV_Test,point,pointType,power,preFilter,pressure,primarySide,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,secondarySide,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,static,submeterAdd,tagTableRef,tags,tank,temp,testUnits,tlName,toTag,tz,unit,utilityPoint,valve,vavMode,voltage,volume,water,wifi,wifiId,zone,mod,equipRefclean,groupRefclean,siteRefclean,uniqueId,uniqueId_nounit
4744,@p:ubcv:r:236c8d33-4d5de579 Pharmacy Unsorted Points LTG_RLY5,,,,,,@p:ubcv:r:236bb31e-5ab53d00 PHARMA PHARM__LTG_LVL4_WEST RM4130 (700436),,TL5,,✓,LTG_RLY5,,,,,,,,,@p:ubcv:r:236bb31e-5ab53d00 PHARMA PHARM__LTG_LVL4_WEST RM4130 (700436),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:48:40.762-07:00 Los_Angeles,2018-11-28T16:32:36.121-08:00 Los_Angeles,,,,,,,,LTG_RLY5,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY5_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:37.398Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY5 Pharmacy LTG_RLY5,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY5 Pharmacy LTG_RLY5
4748,@p:ubcv:r:236c8ae6-2ca69a8d Pharmacy LEF-4 EF-4A EF4_F1_ENAB,,,,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,TL19,,✓,EF4_F1_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,"Off,On",,@p:ubcv:r:24354342-4a3432cb Pharmacy LEF-4 EF-4A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-04-02T07:04:14-07:00 Los_Angeles,,,,18.0,2018-11-05T21:15:55-08:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:46:31.917-07:00 Los_Angeles,2018-11-28T16:32:37.052-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,BO1201,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF4_F1_ENAB_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:27.188Z UTC,Pharmacy LEF-4 EF-4A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-4 EF-4A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF4_F1_ENAB,Pharmacy LEF-4 EF-4A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF4_F1_ENAB
4796,@p:ubcv:r:236c8d21-1521ba16 Pharmacy Unsorted Points LTG_RLY10,,,,,,@p:ubcv:r:236bb496-9a9c9e00 PHARMA PHARM_LTG_LVL5_WEST RM5107 (700501),,TL10,,✓,LTG_RLY10,,,,,,,,,@p:ubcv:r:236bb496-9a9c9e00 PHARMA PHARM_LTG_LVL5_WEST RM5107 (700501),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:50:53.664-07:00 Los_Angeles,2018-11-28T16:32:47.242-08:00 Los_Angeles,,,,,,,,LTG_RLY10,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY10_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:36.943Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY10 Pharmacy LTG_RLY10,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY10 Pharmacy LTG_RLY10
4864,@p:ubcv:r:236c8a57-fe44056c Pharmacy LEF-2 EF-2C EF2_F3_ENAB,,,,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,TL302,,✓,EF2_F3_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,"Off,On",,@p:ubcv:r:24354341-0e22a213 Pharmacy LEF-2 EF-2C,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:49:19-07:00 Los_Angeles,,,,55666.0,2018-10-29T08:12:37-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:51:54.452-07:00 Los_Angeles,2018-11-28T16:32:36.625-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,BO1303,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF2_F3_ENAB_POLL_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:27.243Z UTC,Pharmacy LEF-2 EF-2C,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-2 EF-2C Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF2_F3_ENAB,Pharmacy LEF-2 EF-2C Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF2_F3_ENAB
4869,@p:ubcv:r:236c9051-8154241b Pharmacy Unsorted Points LEAD_CHLR,,,,,,"@p:ubcv:r:2114eb19-8b338b8d Pharmacy Chillers, AHU-19,20 (700100)",,TL344,,✓,LEAD_CHLR,,,,,,,,,"@p:ubcv:r:2114eb19-8b338b8d Pharmacy Chillers, AHU-19,20 (700100)",,,,,,✓,,,,,,,,,$equipRef $bmsName,,,,,,,,,,"CHILLER_1,CHILLER_3",,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,"-1 enumNumberToStr(self, false)",2020-06-03T10:30:00-07:00 Los_Angeles,,,cov,91.0,2018-11-21T10:30:00-08:00 Los_Angeles,ok,,,,Str,2020-06-05T08:46:32.303-07:00 Los_Angeles,2018-11-28T16:32:27.34-08:00 Los_Angeles,,,,,,,,LEAD_CHLR,✓,MSV6,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LEAD_CHLR_COV_TL,,Los_Angeles,,,,,,,,,,,2020-04-30T12:06:45.972Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LEAD_CHLR Pharmacy LEAD_CHLR,Pharmacy Unsorted Points Pharmacy Unsorted Points LEAD_CHLR Pharmacy LEAD_CHLR
4902,@p:ubcv:r:236c89f1-ae650d3b Pharmacy Rm 6206 EAV-6E022 6E022_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,TL355,,✓,6E022_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f950-034cc38c Pharmacy Rm 6206 EAV-6E022,✓,✓,,,,✓,,@p:ubcv:r:24353a2d-1dc5b578 Pharmacy Floor 6,,,,,✓,,,,2020-06-05T08:00:00-07:00 Los_Angeles,,,,14107.0,2018-10-26T11:00:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:18.122-07:00 Los_Angeles,2018-11-28T16:32:54.422-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,6E022_VLV_FLOW_FDBK_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:36.032Z UTC,Pharmacy Rm 6206 EAV-6E022,Pharmacy Floor 6,Pharmacy,Pharmacy Rm 6206 EAV-6E022 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E022_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 6206 EAV-6E022 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E022_VLV_FLOW_FDBK_AVL/s
4931,@p:ubcv:r:236c8a57-2c9d0291 Pharmacy Unsorted Points PHARM_STM_BLR3_6_ALM,,,,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,TL320,,✓,PHARM_STM_BLR3_6_ALM,,,,,,,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,"OFF,ON",,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,2020-06-05T07:20:05-07:00 Los_Angeles,,,,3844.0,2018-10-26T19:46:18-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:51:53.692-07:00 Los_Angeles,2018-11-28T16:32:34.137-08:00 Los_Angeles,,,,,,,,PHARM_STM_BLR3_6_ALM,✓,BV6,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,PHARM_STM_BLR3_6_ALM_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:27.271Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points PHARM_STM_BLR3_6_ALM Pharmacy PHARM_STM_BLR3_6_ALM,Pharmacy Unsorted Points Pharmacy Unsorted Points PHARM_STM_BLR3_6_ALM Pharmacy PHARM_STM_BLR3_6_ALM
4941,@p:ubcv:r:236c89d6-c9be9a84 Pharmacy Rm 5206 EAV-5E038 5E038_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,TL11,,✓,5E038_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f94d-72212df0 Pharmacy Rm 5206 EAV-5E038,✓,✓,,,,✓,,@p:ubcv:r:24353a1f-3e4e6d88 Pharmacy Floor 5,,,,,✓,,,,2020-06-05T08:45:00-07:00 Los_Angeles,,,,56117.0,2018-10-29T09:15:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:55:11.934-07:00 Los_Angeles,2018-11-28T16:33:02.179-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV11,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,5E038_VLV_FLOW_FDBK_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:36.436Z UTC,Pharmacy Rm 5206 EAV-5E038,Pharmacy Floor 5,Pharmacy,Pharmacy Rm 5206 EAV-5E038 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E038_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 5206 EAV-5E038 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E038_VLV_FLOW_FDBK_AVL/s
4999,@p:ubcv:r:236c8a6c-1d1643d5 Pharmacy LEF-1 EF-1C EF1_F3_SPD_FB,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,TL305,,✓,EF1_F3_SPD_FB,,,,,,,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354341-2f4e843b Pharmacy LEF-1 EF-1C,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:44:05-07:00 Los_Angeles,,,,50733.0,2018-10-29T09:08:34-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:17.553-07:00 Los_Angeles,2018-11-28T16:32:50.711-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:24423d81-5e5a6858 (.+_)?EF\d_F\d_SPD_FB(_TL)?,✓,,,,EF1_F3_SPD_FB_POLL_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:33.814Z UTC,Pharmacy LEF-1 EF-1C,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-1 EF-1C Pharmacy Air Systems Exhaust Fan Speed Pharmacy EF1_F3_SPD_FB%,Pharmacy LEF-1 EF-1C Pharmacy Air Systems Exhaust Fan Speed Pharmacy EF1_F3_SPD_FB%
5030,@p:ubcv:r:236c9052-5b0cd5af Pharmacy Unsorted Points PHARM_WIFI_FAIL,,,,,,@p:ubcv:r:20253080-7b224bda Pharmacy Main Router (700000),,TL5,,✓,PHARM_WIFI_FAIL,,,,,,,,,@p:ubcv:r:20253080-7b224bda Pharmacy Main Router (700000),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,"OFF,ON",,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,2020-06-05T07:42:48-07:00 Los_Angeles,,,,3245.0,2018-07-26T15:35:45-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:52:11.967-07:00 Los_Angeles,2018-11-28T16:32:34.189-08:00 Los_Angeles,,,,,,,,PHARM_WIFI_FAIL,✓,BV4,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,PHARM_WIFI_FAIL_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:27.303Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points PHARM_WIFI_FAIL Pharmacy PHARM_WIFI_FAIL,Pharmacy Unsorted Points Pharmacy Unsorted Points PHARM_WIFI_FAIL Pharmacy PHARM_WIFI_FAIL
5033,@p:ubcv:r:236c8a6c-bbafc761 Pharmacy LEF-1 EF-1A EF1_F1_SPD_FB,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,TL64,,✓,EF1_F1_SPD_FB,,,,,,,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354340-7bd4827f Pharmacy LEF-1 EF-1A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-01-08T11:55:45-08:00 Los_Angeles,,,,243.0,2018-11-18T22:27:21-08:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:16.683-07:00 Los_Angeles,2018-11-28T16:32:31.151-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed,,AI2705,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:24423d81-5e5a6858 (.+_)?EF\d_F\d_SPD_FB(_TL)?,✓,,,,EF1_F1_SPD_FB_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:33.84Z UTC,Pharmacy LEF-1 EF-1A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-1 EF-1A Pharmacy Air Systems Exhaust Fan Speed Pharmacy EF1_F1_SPD_FB%,Pharmacy LEF-1 EF-1A Pharmacy Air Systems Exhaust Fan Speed Pharmacy EF1_F1_SPD_FB%
5065,@p:ubcv:r:236c8e23-20d8fd83 Pharmacy Unsorted Points LTG_RLY10,,,,,,@p:ubcv:r:236bb31e-644ab133 PHARMA PHARM_LTG_LVL3_WEST RM3130 (700423),,TL10,,✓,LTG_RLY10,,,,,,,,,@p:ubcv:r:236bb31e-644ab133 PHARMA PHARM_LTG_LVL3_WEST RM3130 (700423),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:50:54.391-07:00 Los_Angeles,2018-11-28T16:32:47.241-08:00 Los_Angeles,,,,,,,,LTG_RLY10,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY10_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:36.961Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY10 Pharmacy LTG_RLY10,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY10 Pharmacy LTG_RLY10
5072,@p:ubcv:r:236c8ab6-cd409a2a Pharmacy LEF-3 EF-3A EF3_F1_ENAB,,,,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,TL227,,✓,EF3_F1_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,"Off,On",,@p:ubcv:r:24354342-6a96ce5b Pharmacy LEF-3 EF-3A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:43:20-07:00 Los_Angeles,,,,55664.0,2018-10-29T08:01:20-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:45:18.554-07:00 Los_Angeles,2018-11-28T16:32:29.61-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,BO1201,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF3_F1_ENAB_POLL_TL,,Los_Angeles,,,,,,,,,,,2020-05-02T12:14:31.758Z UTC,Pharmacy LEF-3 EF-3A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-3 EF-3A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF3_F1_ENAB,Pharmacy LEF-3 EF-3A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF3_F1_ENAB
5093,@p:ubcv:r:2391c7ba-3609f556 Pharmacy Unsorted Points NMR_LO_O2_SP,,,,,,@p:ubcv:r:2391a8f6-1a372028 PHARMA PHARM_NMR_RM4309 (701328),,TL10,,✓,NMR_LO_O2_SP,,,,,,,,,@p:ubcv:r:2391a8f6-1a372028 PHARMA PHARM_NMR_RM4309 (701328),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,2020-06-05T08:30:00-07:00 Los_Angeles,,,,26823.0,2018-11-24T10:30:00-08:00 Los_Angeles,ok,,,,Number,2020-06-05T08:49:55.251-07:00 Los_Angeles,2018-11-28T16:32:55.396-08:00 Los_Angeles,,,,,,,,NMR_LO_O2_SP,✓,AV4,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,NMR__LO_O2_SP_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:33.272Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points NMR_LO_O2_SP Pharmacy NMR_LO_O2_SP%,Pharmacy Unsorted Points Pharmacy Unsorted Points NMR_LO_O2_SP Pharmacy NMR_LO_O2_SP%
5177,@p:ubcv:r:236c89f0-c54e10f5 Pharmacy Rm 5206 EAV-5E046 5E046_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,TL229,,✓,5E046_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f94d-0ddc3505 Pharmacy Rm 5206 EAV-5E046,✓,✓,,,,✓,,@p:ubcv:r:24353a1f-3e4e6d88 Pharmacy Floor 5,,,,,✓,,,,2020-06-05T08:38:59-07:00 Los_Angeles,,,,56256.0,2018-10-28T07:00:23-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:20.311-07:00 Los_Angeles,2018-11-28T16:32:35.804-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV229,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,5E046_VLV_FLOW_FDBK_AV_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:35.827Z UTC,Pharmacy Rm 5206 EAV-5E046,Pharmacy Floor 5,Pharmacy,Pharmacy Rm 5206 EAV-5E046 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E046_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 5206 EAV-5E046 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E046_VLV_FLOW_FDBK_AVL/s
5180,@p:ubcv:r:236c8a57-98ed6f5d Pharmacy Unsorted Points SB4_5_FWT1_T(NEW),,,,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,TL131,,✓,SB4_5_FWT1_T(NEW),,,,,,,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,2020-06-05T08:48:42-07:00 Los_Angeles,,,,325832.0,2018-10-30T10:30:21-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:51:54.352-07:00 Los_Angeles,2018-11-28T16:32:44.238-08:00 Los_Angeles,,,,,,,,SB4_5_FWT1_T(NEW),✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,SB4_5_FWT1_T_TL,,Los_Angeles,°C,,,,,,,,,,2020-04-09T19:02:34.153Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points SB4_5_FWT1_T(NEW) Pharmacy SB4_5_FWT1_T(NEW)°C,Pharmacy Unsorted Points Pharmacy Unsorted Points SB4_5_FWT1_T(NEW) Pharmacy SB4_5_FWT1_T(NEW)°C
