,index,id,groupRefclean,equipRefclean,siteRef,navName_x,bmsName,unit_x,kind,0
1264,1624,@p:ubcv:r:236c8a40-2c6e09ce Pharmacy B405c VAV-BE010 BS009_SUPPLY_FLOW_CMD_AV,Pharmacy Floor 0,Pharmacy B405c VAV-BE010,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Cmd,BS009_SUPPLY_FLOW_CMD_AV,L/s,Number,
1265,1625,@p:ubcv:r:236c8a6b-ad7434c6 Pharmacy LEF-1 EF1_HR_INLET_DMP,Pharmacy Air Systems,Pharmacy LEF-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF1_HR_INLET_DMP,EF1_HR_INLET_DMP,%,Number,
1266,1626,@p:ubcv:r:236c8a37-869f8885 Pharmacy Elec Submeters LEED-6NRMC1 6NRMC1_EnergyPosSumNR,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6NRMC1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6NRMC1_EnergyPosSumNR,6NRMC1_EnergyPosSumNR,kWh,Number,
1267,1627,@p:ubcv:r:263d7bd5-02860e19 Pharmacy Unsorted Points CHLR3_CHWST,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR3_CHWST,CHLR3_CHWST,°C,Number,
1268,1628,@p:ubcv:r:236c8f02-cdfcdfc1 Pharmacy Rm 3110 VAV-3S019 VAV_3S019_HCV,Pharmacy Floor 3,Pharmacy Rm 3110 VAV-3S019,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_3S019_HCV,%,Number,
1269,1629,@p:ubcv:r:236c8a02-23adc84d Pharmacy Rm 4310 VAV-4S037 4S037_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4310 VAV-4S037,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,4S037_JAM_ALARM_BV,,Bool,
1270,1630,@p:ubcv:r:236c8ab6-49ba6bfb Pharmacy LEF-3 EF-3A EF3_F1_VFD_INST_PWR(kW),Pharmacy Air Systems,Pharmacy LEF-3 EF-3A,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Power,EF3_F1_VFD_INST_PWR(kW),kW,Number,
1271,1631,@p:ubcv:r:236c8ae7-132f49ae Pharmacy Unsorted Points ATRIUM_EAST_DMPFB,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,ATRIUM_EAST_DMPFB,ATRIUM_EAST_DMPFB,%,Number,
1272,1632,@p:ubcv:r:236c8a40-e0fb4e33 Pharmacy Rm B407b EAV-BS061 BS061_SUP_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B407b EAV-BS061,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS061_SUP_JAM_AL_BV,,Bool,
1273,1633,@p:ubcv:r:2391c87b-df79ffbd Pharmacy Rm 4327 VAV-4S053 VAV_4S053_FLW,Pharmacy Floor 4,Pharmacy Rm 4327 VAV-4S053,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,VAV_4S053_FLW,L/s,Number,
1274,1634,@p:ubcv:r:2391c91b-e7eb7f9b Pharmacy Rm 4525 RAD-4-06 RZ4_06_SLAB_T1,Pharmacy Floor 4,Pharmacy Rm 4525 RAD-4-06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ4_06_SLAB_T1,°C,Number,
1275,1635,@p:ubcv:r:236c8db3-d4b8912c Pharmacy Rm 4120 VAV-4S021 VAV_4S021_RT_AV,Pharmacy Floor 4,Pharmacy Rm 4120 VAV-4S021,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_4S021_RT_AV,°C,Number,
1276,1636,@p:ubcv:r:236c8a03-35d19843 Pharmacy Rm 6206 VAV-6S013 6S013_JAM_ALARM_BV,Pharmacy Floor 6,Pharmacy Rm 6206 VAV-6S013,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,6S013_JAM_ALARM_BV,,Bool,
1277,1638,@p:ubcv:r:236c9050-c5e71487 Pharmacy CRAH System CRAH4~6_RT1,Pharmacy Hydronic Systems,Pharmacy CRAH System,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH4~6_RT1,CRAH4~6_RT1,°C,Number,
1278,1639,@p:ubcv:r:236c8b1b-00289abb Pharmacy Unsorted Points PERCHLO_WASH_LED,Pharmacy Floor 6,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PERCHLO_WASH_LED,PERCHLO_WASH_LED,,Bool,
1279,1640,@p:ubcv:r:2391bd1b-b25054db Pharmacy Rm 3202 VAV-3S015 VAV_3S015_DP,Pharmacy Floor 3,Pharmacy Rm 3202 VAV-3S015,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_3S015_DP,Pa,Number,
1280,1641,@p:ubcv:r:236c89f0-1bd19487 Pharmacy Rm 6305 EAV-6E048 6E048_VLV_FLOW_FDBK_AV,Pharmacy Floor 6,Pharmacy Rm 6305 EAV-6E048,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow,6E048_VLV_FLOW_FDBK_AV,L/s,Number,
1281,1643,@p:ubcv:r:236c8fb2-3d16cd18 Pharmacy Rm 3124 VAV-3S009 VAV_3S009_HCV,Pharmacy Floor 3,Pharmacy Rm 3124 VAV-3S009,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_3S009_HCV,%,Number,
1282,1644,@p:ubcv:r:2391c465-060d6476 Pharmacy Rm 2335 VAV-2S016 VAV_2S016_DP,Pharmacy Floor 2,Pharmacy Rm 2335 VAV-2S016,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_2S016_DP,Pa,Number,
1283,1645,@p:ubcv:r:236c8a6c-6e945955 Pharmacy AHU-18 SF AHU18_SF_SPD_FB,Pharmacy Air Systems,Pharmacy AHU-18 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Speed Feedback,AHU18_SF_SPD_FB,%,Number,
1284,1648,@p:ubcv:r:236c8a1d-59611929 Pharmacy Elec Submeters LEED-ATS-S3 ATS-S3_Demand,Pharmacy Utilities,Pharmacy Elec Submeters LEED-ATS-S3,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Demand,ATS-S3_Demand,W,Number,
1285,1649,@p:ubcv:r:2391c5f8-085cd3f6 Pharmacy Rm 3323 VAV-3S047 VAV_3S047_RT_AV,Pharmacy Floor 3,Pharmacy Rm 3323 VAV-3S047,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_3S047_RT_AV,°C,Number,
1286,1650,@p:ubcv:r:236c89f1-00c7f986 Pharmacy Rm 6102 EAV-6E008 6E008_SASH_OPEN_PERCENT,Pharmacy Floor 6,Pharmacy Rm 6102 EAV-6E008,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6E008_SASH_OPEN_PERCENT,6E008_SASH_OPEN_PERCENT,%,Number,
1287,1652,@p:ubcv:r:236c8a1d-49f022ff Pharmacy Elec Submeters LEED-6SRME1 6SRME1_Voltage_C_N,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6SRME1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Voltage C,6SRME1_Voltage_C_N,V,Number,
1288,1653,@p:ubcv:r:236c8a1e-14796212 Pharmacy Elec Submeters LEED-6NBLC1 6NBLC1_CurrentB,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6NBLC1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current B,6NBLC1_CurrentB,A,Number,
1289,1654,@p:ubcv:r:2391c1eb-48139552 Pharmacy Rm 2340 VAV-2S030 VAV_2S030_DP,Pharmacy Floor 2,Pharmacy Rm 2340 VAV-2S030,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_2S030_DP,Pa,Number,
1290,1655,@p:ubcv:r:236c8eac-c2e0109c Pharmacy Rm 3101 VAV-3S029 VAV_3S029_FLW_SP,Pharmacy Floor 3,Pharmacy Rm 3101 VAV-3S029,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Sp,VAV_3S029_FLW_SP,L/s,Number,
1291,1657,@p:ubcv:r:2391bb4a-d5756049 Pharmacy Rm 2201 FC-205 FCU_205_HCV,Pharmacy Floor 2,Pharmacy Rm 2201 FC-205,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,FCU_205_HCV,%,Number,
1292,1658,@p:ubcv:r:236c8a40-7e845f89 Pharmacy Rm B407a EAV-BS062 BS062_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B407a EAV-BS062,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS062_EXH_JAM_AL_BV,,Bool,
1293,1659,@p:ubcv:r:236c89f0-8e487900 Pharmacy Rm 6102b VAV-6S003 6S003_6E004_AVG_SPACE_TEMP_AV,Pharmacy Floor 6,Pharmacy Rm 6102b VAV-6S003,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,6S003_6E004_AVG_SPACE_TEMP_AV,°C,Number,
1294,1661,@p:ubcv:r:20d5dbc3-18e0a254 Pharmacy AHU-07 AHU7_PRES_SP,Pharmacy Air Systems,Pharmacy AHU-07,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Pressure Sp,AHU7_PRES_SP,Pa,Number,
1295,1662,@p:ubcv:r:2391c58a-ff907db5 Pharmacy Rm 3340b VAV-3S041 VAV_3S041_DP,Pharmacy Floor 3,Pharmacy Rm 3340b VAV-3S041,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_3S041_DP,Pa,Number,
1296,1663,@p:ubcv:r:236c8a1d-7a1d697b Pharmacy Elec Submeters LEED-CH-4 CH-4_CurrentA,Pharmacy Utilities,Pharmacy Elec Submeters LEED-CH-4,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current A,CH-4_CurrentA,A,Number,
1297,1664,@p:ubcv:r:236c89f9-646fb5ce Pharmacy Rm 6312b VAV-6S062 6S062_6E076_SUP_JAM_ALARM_BV,Pharmacy Floor 6,Pharmacy Rm 6312b VAV-6S062,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Alarm,6S062_6E076_SUP_JAM_ALARM_BV,,Bool,
1298,1665,@p:ubcv:r:236c8a38-158eb49f Pharmacy Elec Submeters LEED-ATS-DCA ATS-DCA_Voltage_A_N,Pharmacy Utilities,Pharmacy Elec Submeters LEED-ATS-DCA,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Voltage A,ATS-DCA_Voltage_A_N,V,Number,
1299,1666,@p:ubcv:r:236c8a1d-7826af22 Pharmacy Elec Submeters LEED-6SBMW1 6SBMW1_CurrentC,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6SBMW1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current C,6SBMW1_CurrentC,A,Number,
1300,1667,@p:ubcv:r:2391bfa0-6c511dd4 Pharmacy Rm B612 FC-B06 FCU_B06_NSB_HTG_BV,Pharmacy Floor 0,Pharmacy Rm B612 FC-B06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_B06_NSB_HTG_BV,FCU_B06_NSB_HTG_BV,,Bool,
1301,1668,@p:ubcv:r:236c89f0-91dfa4d2 Pharmacy Rm 5308 VAV-5S046 5S046_5E017_AVG_SPACE_TEMP_AV,Pharmacy Floor 5,Pharmacy Rm 5308 VAV-5S046,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,5S046_5E017_AVG_SPACE_TEMP_AV,°C,Number,
1302,1669,@p:ubcv:r:2391bcad-f6706310 Pharmacy Rm 3201 VAV-3S018 VAV_3S018_FLW,Pharmacy Floor 3,Pharmacy Rm 3201 VAV-3S018,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,VAV_3S018_FLW,L/s,Number,
1303,1672,@p:ubcv:r:2391c8cd-672e5c59 Pharmacy Rm 4511 RAD-4-03 RZ4_03_HWRT_HILIM_SP,Pharmacy Floor 4,Pharmacy Rm 4511 RAD-4-03,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp Max Sp,RZ4_03_HWRT_HILIM_SP,°C,Number,
1304,1673,@p:ubcv:r:236c8a57-bb5091e6 Pharmacy Unsorted Points SCAV_LEAD_FAN_FAIL_BV,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,SCAV_LEAD_FAN_FAIL_BV,SCAV_LEAD_FAN_FAIL_BV,,Bool,
1305,1675,@p:ubcv:r:236c8fd4-7dad4d75 Pharmacy AHU-04 AHU4_AVG_RH_SP,Pharmacy Air Systems,Pharmacy AHU-04,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Relative Humidity Sp,AHU4_AVG_RH_SP,%RH,Number,
1306,1676,@p:ubcv:r:236c9051-dad0878e Pharmacy HW Submeters FM-8 MV_PHARM_FM8_BTU_P5AB_EWT_TL,Pharmacy Utilities,Pharmacy HW Submeters FM-8,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Water Temp,MV_PHARM_FM8_BTU_P5AB_EWT_TL,°C,Number,
1307,1677,@p:ubcv:r:2391c7ba-f56ea79d Pharmacy Unsorted Points O2_4211A_(N2),Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,O2_4211A_(N2),O2_4211A_(N2),%,Number,
1308,1678,@p:ubcv:r:236c8a03-beccd7ff Pharmacy Rm 6309 EAV-6E059 6E059_JAM_ALARM_BV,Pharmacy Floor 6,Pharmacy Rm 6309 EAV-6E059,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,6E059_JAM_ALARM_BV,,Bool,
1309,1679,@p:ubcv:r:236c8a88-fee24ff3 Pharmacy Heating Plant HX-2 P-HX2A HX2_PHX2A_SPD_FB,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-2 P-HX2A,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Pump Speed ,HX2_PHX2A_SPD_FB,%,Number,
1310,1680,@p:ubcv:r:236c8c48-c1da681c Pharmacy Rm 6107 FC-601 FCU_601_RT,Pharmacy Floor 6,Pharmacy Rm 6107 FC-601,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,FCU_601_RT,°C,Number,
1311,1681,@p:ubcv:r:236c8a09-4bb1b135 Pharmacy Unsorted Points TOTAL_MAX_FLW,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow High Lim Sp,TOTAL_MAX_FLW,L/s,Number,
1312,1682,@p:ubcv:r:236c8a02-191c0dc4 Pharmacy Rm 4312 EAV-4E026 4E026_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4312 EAV-4E026,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,4E026_JAM_ALARM_BV,,Bool,
1313,1683,@p:ubcv:r:236c8a4c-5c7c517b Pharmacy Unsorted Points INTERSTICE_CP701800_UPS_AL,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,INTERSTICE_CP701800_UPS_AL,INTERSTICE_CP701800_UPS_AL,,Bool,
1314,1684,@p:ubcv:r:236c8a4c-1c2a4afe Pharmacy Rm B220 EAV-BS033 BS033_SUP_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B220 EAV-BS033,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS033_SUP_JAM_AL_BV,,Bool,
1315,1685,@p:ubcv:r:236c8a03-577ee391 Pharmacy Rm 5202 EAV-5E033 5E033_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E033,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5E033_JAM_ALARM_BV,,Bool,
1316,1686,@p:ubcv:r:236c8a1d-d25a0f8c Pharmacy Elec Submeters LEED-6SRMW1 6SRMW1_Voltage_C_N,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6SRMW1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Voltage C,6SRMW1_Voltage_C_N,V,Number,
1317,1688,@p:ubcv:r:236c8a37-c1ffc0b7 Pharmacy Elec Submeters LEED-LV-PB LV-PB_EnergyPosSum,Pharmacy Utilities,Pharmacy Elec Submeters LEED-LV-PB,@p:ubcv:r:20545206-9300bfc5 Pharmacy,LV-PB_EnergyPosSum,LV-PB_EnergyPosSum,kWh,Number,
1318,1689,@p:ubcv:r:236c8a37-f536cfc2 Pharmacy Elec Submeters LEED-6NBLW1 6NBLW1_Voltage_B_N,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6NBLW1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Voltage B,6NBLW1_Voltage_B_N,V,Number,
1319,1690,@p:ubcv:r:236c8a4c-501925c9 Pharmacy Rm B307 EAV-BS083 BS083_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B307 EAV-BS083,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS083_AVG_ROOM_RT,°C,Number,
1320,1691,@p:ubcv:r:2391c7cc-8930105d Pharmacy Rm Corr FC-406 FCU_406_HCV,Pharmacy Floor 4,Pharmacy Rm Corr FC-406,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,FCU_406_HCV,%,Number,
1321,1692,@p:ubcv:r:2391c38e-f3a38da5 Pharmacy Rm 2325 VAV-2S029 VAV_2S029_FLW_SP,Pharmacy Floor 2,Pharmacy Rm 2325 VAV-2S029,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Sp,VAV_2S029_FLW_SP,L/s,Number,
1322,1693,@p:ubcv:r:236c8fec-e96678fe Pharmacy CRAH System CRAH-8 CRAH8_CTRL_MV,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-8,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH8_CTRL_MV,CRAH8_CTRL_MV,,Str,
1323,1694,@p:ubcv:r:236c8a1d-14231d8c Pharmacy Elec Submeters LEED-6N4LW1 6N4LW1_CurrentB,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6N4LW1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current B,6N4LW1_CurrentB,A,Number,
1324,1695,@p:ubcv:r:2391cad3-ea6e7bf9 Pharmacy Rm 6505 RAD-6-02 RZ6_02_HWRT_HILIM_SP,Pharmacy Floor 6,Pharmacy Rm 6505 RAD-6-02,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp Max Sp,RZ6_02_HWRT_HILIM_SP,°C,Number,
1325,1696,@p:ubcv:r:2391c00b-6b42897c Pharmacy Rm 1410 VAV-1S012 VAV_1S012_FLW,Pharmacy Floor 1,Pharmacy Rm 1410 VAV-1S012,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,VAV_1S012_FLW,L/s,Number,
1326,1697,@p:ubcv:r:236c8a40-4e5ac200 Pharmacy Rm B702 EAV-BS054 BS054_SUP_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B702 EAV-BS054,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS054_SUP_JAM_AL_BV,,Bool,
1327,1698,@p:ubcv:r:236c8fec-7fc75b92 Pharmacy CRAH System CRAH-4 CRAH4_SAT,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-4,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Temp,CRAH4_SAT,°C,Number,
1328,1699,@p:ubcv:r:226cf1e9-5a2dc131 Pharmacy Cooling Plant CH-1 CHLR1_PCH1B_S,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Pump Run Status,CHLR1_PCH1B_S,A,Number,
1329,1700,@p:ubcv:r:236c8a40-e3a6f353 Pharmacy Rm B406b EAV-BS074 BS074_PRIMARY_ACH_SP,Pharmacy Floor 0,Pharmacy Rm B406b EAV-BS074,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS074_PRIMARY_ACH_SP,BS074_PRIMARY_ACH_SP,_,Number,
1330,1702,@p:ubcv:r:217babeb-79b22929 Pharmacy AHU-06 AHU6_MADFB,Pharmacy Air Systems,Pharmacy AHU-06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Mixed Air Damper ,AHU6_MADFB,%,Number,
1331,1703,@p:ubcv:r:254f1cda-02f08c57 Pharmacy AHU-06 AHU Run Status,Pharmacy Air Systems,Pharmacy AHU-06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU Run Status,,,Bool,
1332,1705,@p:ubcv:r:236c8ae6-027cf6af Pharmacy HW Submeters FM-3 MV_PHARM_FM3_BTU_EF4_EWT_TL,Pharmacy Utilities,Pharmacy HW Submeters FM-3,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Water Temp,MV_PHARM_FM3_BTU_EF4_EWT_TL,°C,Number,
1333,1706,@p:ubcv:r:2391b78c-b4177c91 Pharmacy Unsorted Points FCU_LOBBY_RT(AHU_8_RT1),Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_LOBBY_RT(AHU_8_RT1),FCU_LOBBY_RT(AHU_8_RT1),°C,Number,
1334,1707,@p:ubcv:r:236c8a99-0b5249df Pharmacy AHU-09 AHU9_HILIM_RA_PRES_SP,Pharmacy Air Systems,Pharmacy AHU-09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Return Air Pressure,AHU9_HILIM_RA_PRES_SP,Pa,Number,
1335,1708,@p:ubcv:r:236c8ae6-d06784df Pharmacy AHU-13 AHU13_MAX_SPACE_CO2_TL,Pharmacy Air Systems,Pharmacy AHU-13,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2,AHU13_MAX_SPACE_CO2_TL,ppm,Number,
1336,1710,@p:ubcv:r:236c89f0-01e65c7b Pharmacy Rm 3206a VAV-3S053 3S053_3E003_AVG_SPACE_TEMP_AV,Pharmacy Floor 3,Pharmacy Rm 3206a VAV-3S053,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,3S053_3E003_AVG_SPACE_TEMP_AV,°C,Number,
1337,1712,@p:ubcv:r:226cf1e9-54868999 Pharmacy Cooling Plant P-7A CHWP_P7A_VFD_PWR(kWh)_TL,Pharmacy Hydronic Systems,Pharmacy Cooling Plant P-7A,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Energy,CHWP_P7A_VFD_PWR(kWh)_TL,kWh,Number,
1338,1713,@p:ubcv:r:236c8feb-52fa2d41 Pharmacy HW Submeters FM-10 FM10_BTU_P4ABC_ENERGY(AT)_DAILY_TL,Pharmacy Utilities,Pharmacy HW Submeters FM-10,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FM10_BTU_P4ABC_ENERGY(AT)_DAILY_TL,FM10_BTU_P4ABC_ENERGY(AT)_DAILY_TL,_,Number,
1339,1714,@p:ubcv:r:264326c6-6eb99afc Pharmacy Elec Submeters DCA Energy,Pharmacy Utilities,Pharmacy Elec Submeters DCA,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Energy,,kWh,Number,
1340,1715,@p:ubcv:r:2391bdf8-ef631361 Pharmacy Rm 5210 FC-502 FCU_502_S,Pharmacy Floor 5,Pharmacy Rm 5210 FC-502,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run ,FCU_502_S,A,Number,
1341,1716,@p:ubcv:r:2391c4e1-e5d1d3e6 Pharmacy VAV-2S033 VAV_2S033_HCV,Pharmacy Floor 2,Pharmacy VAV-2S033,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_2S033_HCV,%,Number,
1342,1719,@p:ubcv:r:236c8a40-04393213 Pharmacy Rm B720 EAV-BS067 BS067_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B720 EAV-BS067,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS067_EXH_JAM_AL_BV,,Bool,
1343,1720,@p:ubcv:r:2391c26c-0d00cc4f Pharmacy Rm 2356 VAV-2S011 VAV_2S011_HCV,Pharmacy Floor 2,Pharmacy Rm 2356 VAV-2S011,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_2S011_HCV,%,Number,
1344,1721,@p:ubcv:r:236c8c84-46a3ec9d Pharmacy Rm 5112 VAV-5S014 VAV_5S014_RT_SP,Pharmacy Floor 5,Pharmacy Rm 5112 VAV-5S014,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,VAV_5S014_RT_SP,°C,Number,
1345,1722,@p:ubcv:r:236c8a03-7d99d5a3 Pharmacy Rm 5206 EAV-5E054 5E054_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5206 EAV-5E054,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5E054_JAM_ALARM_BV,,Bool,
1346,1723,@p:ubcv:r:236c8a4c-413a30a0 Pharmacy Rm B716 EAV-BE065 BE065_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B716 EAV-BE065,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BE065_EXH_JAM_AL_BV,,Bool,
1347,1724,@p:ubcv:r:226cf1e9-07c05a9f Pharmacy Cooling Plant CH-3 CHLR3_CHWRT,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-3,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Chilled Water Temp,CHLR3_CHWRT,°C,Number,
1348,1725,@p:ubcv:r:2391bfa9-05874d8f Pharmacy Rm B310 FC-B07 FCU_B07_RT_SP,Pharmacy Floor 0,Pharmacy Rm B310 FC-B07,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,FCU_B07_RT_SP,°C,Number,
1349,1727,@p:ubcv:r:2391bfa0-433ba842 Pharmacy Rm B612 FC-B06 FCU_B06_RT,Pharmacy Floor 0,Pharmacy Rm B612 FC-B06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,FCU_B06_RT,°C,Number,
1350,1729,@p:ubcv:r:2391c979-439eac70 Pharmacy Rm 4309a FC-410 FCU_410_NSB_HTG_BV,Pharmacy Floor 4,Pharmacy Rm 4309a FC-410,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_410_NSB_HTG_BV,FCU_410_NSB_HTG_BV,,Bool,
1351,1730,@p:ubcv:r:2391ca91-38a7bc11 Pharmacy Rm 6320 RAD-6-16 RZ6_16_SLAB_T1,Pharmacy Floor 6,Pharmacy Rm 6320 RAD-6-16,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ6_16_SLAB_T1,°C,Number,
1352,1731,@p:ubcv:r:2391c7ba-e0b157f4 Pharmacy Unsorted Points O2_4309A_LO_O2_BV,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,O2_4309A_LO_O2_BV,O2_4309A_LO_O2_BV,,Bool,
